"type","string","response","subj","exposures","coherence","trial"
"catch","press5",5,"s0029",196,"nonce.connective",8
"withheld","bus tezz thite",1,"s0029",196,"nonce.connective",9
"position","hamster tezz cat",1,"s0029",196,"nonce.connective",10
"withheld","dog tezz wug",1,"s0029",196,"nonce.connective",11
"familiar","hamster tezz jeev",5,"s0029",196,"nonce.connective",12
"withheld","cat tezz pif",2,"s0029",196,"nonce.connective",13
"withheld","truck tezz moke",1,"s0029",196,"nonce.connective",14
"position","car tezz bus",1,"s0029",196,"nonce.connective",15
"cross","truck tezz wug",1,"s0029",196,"nonce.connective",16
"catch","press4",4,"s0029",196,"nonce.connective",17
"familiar","cat tezz moke",1,"s0029",196,"nonce.connective",18
"cross","feeb and wug",4,"s0030",56,"1/3",1
"position","moke and pif",3,"s0030",56,"1/3",2
"withheld","bim and thite",5,"s0030",56,"1/3",3
"withheld","chuv and wug",4,"s0030",56,"1/3",4
"position","hamster and bim",2,"s0030",56,"1/3",5
"position","jiv and thite",3,"s0030",56,"1/3",6
"withheld","feeb and dex",4,"s0030",56,"1/3",7
"catch","press4",2,"s0030",56,"1/3",8
"withheld","bus and pif",3,"s0030",56,"1/3",9
"cross","chuv and dex",4,"s0030",56,"1/3",10
"cross","bus and thite",4,"s0030",56,"1/3",11
"familiar","bim and wug",3,"s0030",56,"1/3",12
"familiar","hamster and jiv",4,"s0030",56,"1/3",13
"position","vap and bus",2,"s0030",56,"1/3",14
"cross","bim and pif",3,"s0030",56,"1/3",15
"familiar","feeb and pif",3,"s0030",56,"1/3",16
"familiar","vap and moke",4,"s0030",56,"1/3",17
"catch","press5",4,"s0030",56,"1/3",18
"withheld","gope and jeev",5,"s0031",126,"syllables",1
"withheld","fengle and moke",5,"s0031",126,"syllables",2
"cross","gope and dex",5,"s0031",126,"syllables",3
"familiar","jic and wug",5,"s0031",126,"syllables",4
"familiar","fengle and jeev",5,"s0031",126,"syllables",5
"cross","skeege and moke",5,"s0031",126,"syllables",6
"familiar","coomo and pif",5,"s0031",126,"syllables",7
"catch","press5",5,"s0031",126,"syllables",8
"withheld","skeege and pif",5,"s0031",126,"syllables",9
"familiar","kaisey and thite",4,"s0031",126,"syllables",10
"position","wug and pif",5,"s0031",126,"syllables",11
"catch","press4",4,"s0031",126,"syllables",12
"position","thite and moke",4,"s0031",126,"syllables",13
"cross","fengle and pif",5,"s0031",126,"syllables",14
"position","kaisey and fengle",5,"s0031",126,"syllables",15
"position","jic and skeege",5,"s0031",126,"syllables",16
"cross","coomo and jeev",5,"s0031",126,"syllables",17
"withheld","coomo and dex",5,"s0031",126,"syllables",18
"position","bim and lup",5,"s0032",392,"0/3",1
"position","chuv and vap",4,"s0032",392,"0/3",2
"familiar","feeb and jiv",2,"s0032",392,"0/3",3
"withheld","vap and jiv",4,"s0032",392,"0/3",4
"withheld","lup and pif",2,"s0032",392,"0/3",5
"position","moke and jiv",1,"s0032",392,"0/3",6
"cross","feeb and wug",1,"s0032",392,"0/3",7
"familiar","bim and dex",5,"s0032",392,"0/3",8
"withheld","zabe and wug",4,"s0032",392,"0/3",9
"cross","vap and pif",4,"s0032",392,"0/3",10
"familiar","lup and wug",5,"s0032",392,"0/3",11
"catch","press4",4,"s0032",392,"0/3",12
"position","dex and pif",5,"s0032",392,"0/3",13
"catch","press5",5,"s0032",392,"0/3",14
"cross","zabe and thite",4,"s0032",392,"0/3",15
"cross","lup and jiv",4,"s0032",392,"0/3",16
"withheld","feeb and thite",2,"s0032",392,"0/3",17
"familiar","chuv and moke",5,"s0032",392,"0/3",18
"cross","cat tezz moke",5,"s0033",126,"nonce.connective",1
"position","jeev tezz wug",1,"s0033",126,"nonce.connective",2
"withheld","car tezz moke",4,"s0033",126,"nonce.connective",3
"withheld","truck tezz wug",3,"s0033",126,"nonce.connective",4
"familiar","dog tezz moke",4,"s0033",126,"nonce.connective",5
"familiar","bus tezz jeev",3,"s0033",126,"nonce.connective",6
"familiar","cat tezz wug",4,"s0033",126,"nonce.connective",7
"position","thite tezz pif",1,"s0033",126,"nonce.connective",8
"position","hamster tezz dog",4,"s0033",126,"nonce.connective",9
"catch","press5",5,"s0033",126,"nonce.connective",10
"position","bus tezz truck",1,"s0033",126,"nonce.connective",11
"cross","dog tezz wug",4,"s0033",126,"nonce.connective",12
"familiar","hamster tezz thite",2,"s0033",126,"nonce.connective",13
"catch","press4",4,"s0033",126,"nonce.connective",14
"cross","truck tezz pif",3,"s0033",126,"nonce.connective",15
"withheld","cat tezz dex",4,"s0033",126,"nonce.connective",16
"withheld","dog tezz pif",4,"s0033",126,"nonce.connective",17
"cross","car tezz dex",2,"s0033",126,"nonce.connective",18
"familiar","card and pif",2,"s0034",392,"semantic.baseline",1
"familiar","ball and jiv",4,"s0034",392,"semantic.baseline",2
"familiar","shelf and moke",3,"s0034",392,"semantic.baseline",3
"cross","ball and pif",2,"s0034",392,"semantic.baseline",4
"cross","card and jiv",3,"s0034",392,"semantic.baseline",5
"position","moke and pif",3,"s0034",392,"semantic.baseline",6
"familiar","glove and thite",4,"s0034",392,"semantic.baseline",7
"catch","press4",2,"s0034",392,"semantic.baseline",8
"position","shelf and leash",2,"s0034",392,"semantic.baseline",9
"cross","rain and dex",4,"s0034",392,"semantic.baseline",10
"position","glove and ball",3,"s0034",392,"semantic.baseline",11
"position","thite and wug",2,"s0034",392,"semantic.baseline",12
"catch","press5",4,"s0034",392,"semantic.baseline",13
"withheld","rain and jiv",3,"s0034",392,"semantic.baseline",14
"cross","leash and wug",3,"s0034",392,"semantic.baseline",15
"withheld","card and dex",2,"s0034",392,"semantic.baseline",16
"withheld","ball and wug",3,"s0034",392,"semantic.baseline",17
"withheld","leash and pif",5,"s0034",392,"semantic.baseline",18
"familiar","cat tezz wug",5,"s0035",126,"nonce.connective",1
"familiar","hamster tezz thite",3,"s0035",126,"nonce.connective",2
"withheld","cat tezz moke",4,"s0035",126,"nonce.connective",3
"withheld","bus tezz wug",4,"s0035",126,"nonce.connective",4
"familiar","car tezz jeev",5,"s0035",126,"nonce.connective",5
"withheld","truck tezz thite",4,"s0035",126,"nonce.connective",6
"position","pif tezz moke",2,"s0035",126,"nonce.connective",7
"position","jeev tezz thite",1,"s0035",126,"nonce.connective",8
"familiar","dog tezz pif",4,"s0035",126,"nonce.connective",9
"cross","cat tezz thite",3,"s0035",126,"nonce.connective",10
"cross","hamster tezz wug",5,"s0035",126,"nonce.connective",11
"position","car tezz truck",1,"s0035",126,"nonce.connective",12
"cross","bus tezz dex",4,"s0035",126,"nonce.connective",13
"position","dog tezz cat",2,"s0035",126,"nonce.connective",14
"catch","press5",5,"s0035",126,"nonce.connective",15
"catch","press4",4,"s0035",126,"nonce.connective",16
"withheld","hamster tezz dex",5,"s0035",126,"nonce.connective",17
"cross","truck tezz moke",4,"s0035",126,"nonce.connective",18
"withheld","dog tezz jeev",1,"s0036",392,"nonce.connective",1
"withheld","car tezz thite",1,"s0036",392,"nonce.connective",2
"cross","dog tezz moke",1,"s0036",392,"nonce.connective",3
"familiar","cat tezz dex",5,"s0036",392,"nonce.connective",4
"withheld","bus tezz moke",1,"s0036",392,"nonce.connective",5
"position","cat tezz dog",1,"s0036",392,"nonce.connective",6
"catch","press5",5,"s0036",392,"nonce.connective",7
"catch","press4",4,"s0036",392,"nonce.connective",8
"cross","car tezz pif",1,"s0036",392,"nonce.connective",9
"familiar","hamster tezz moke",1,"s0036",392,"nonce.connective",10
"familiar","dog tezz thite",1,"s0036",392,"nonce.connective",11
"familiar","truck tezz wug",5,"s0036",392,"nonce.connective",12
"position","wug tezz moke",1,"s0036",392,"nonce.connective",13
"cross","bus tezz jeev",1,"s0036",392,"nonce.connective",14
"withheld","hamster tezz pif",1,"s0036",392,"nonce.connective",15
"position","truck tezz bus",1,"s0036",392,"nonce.connective",16
"cross","hamster tezz thite",1,"s0036",392,"nonce.connective",17
"position","dex tezz jeev",1,"s0036",392,"nonce.connective",18
"familiar","fengle and thite",4,"s0037",126,"syllables",1
"withheld","gope and wug",4,"s0037",126,"syllables",2
"cross","kaisey and thite",2,"s0037",126,"syllables",3
"cross","fengle and wug",5,"s0037",126,"syllables",4
"cross","gope and moke",1,"s0037",126,"syllables",5
"familiar","coomo and pif",1,"s0037",126,"syllables",6
"position","skeege and jic",5,"s0037",126,"syllables",7
"position","pif and jeev",2,"s0037",126,"syllables",8
"position","coomo and kaisey",4,"s0037",126,"syllables",9
"catch","press4",4,"s0037",126,"syllables",10
"familiar","kaisey and wug",4,"s0037",126,"syllables",11
"catch","press5",5,"s0037",126,"syllables",12
"cross","jic and jeev",5,"s0037",126,"syllables",13
"withheld","fengle and moke",2,"s0037",126,"syllables",14
"withheld","jic and thite",4,"s0037",126,"syllables",15
"familiar","skeege and dex",5,"s0037",126,"syllables",16
"withheld","kaisey and jeev",2,"s0037",126,"syllables",17
"position","dex and thite",3,"s0037",126,"syllables",18
"familiar","rull and wug",5,"s0038",196,"onset",1
"position","moke and dex",5,"s0038",196,"onset",2
"cross","rudge and wug",5,"s0038",196,"onset",3
"familiar","zabe and thite",5,"s0038",196,"onset",4
"cross","zof and dex",4,"s0038",196,"onset",5
"position","thite and wug",3,"s0038",196,"onset",6
"withheld","rull and pif",4,"s0038",196,"onset",7
"familiar","ruck and moke",5,"s0038",196,"onset",8
"withheld","rudge and dex",4,"s0038",196,"onset",9
"withheld","zerm and jiv",4,"s0038",196,"onset",10
"position","zabe and zof",2,"s0038",196,"onset",11
"cross","rull and jiv",3,"s0038",196,"onset",12
"withheld","zof and wug",3,"s0038",196,"onset",13
"cross","zerm and pif",3,"s0038",196,"onset",14
"catch","press4",4,"s0038",196,"onset",15
"familiar","rudge and jiv",4,"s0038",196,"onset",16
"position","ruck and rudge",3,"s0038",196,"onset",17
"catch","press5",5,"s0038",196,"onset",18
"withheld","fengle and pif",5,"s0039",126,"syllables",1
"familiar","jic and dex",4,"s0039",126,"syllables",2
"cross","fengle and jeev",4,"s0039",126,"syllables",3
"catch","press5",5,"s0039",126,"syllables",4
"cross","gope and pif",4,"s0039",126,"syllables",5
"cross","skeege and wug",4,"s0039",126,"syllables",6
"familiar","kaisey and jeev",4,"s0039",126,"syllables",7
"withheld","skeege and moke",4,"s0039",126,"syllables",8
"withheld","gope and jeev",3,"s0039",126,"syllables",9
"familiar","coomo and thite",3,"s0039",126,"syllables",10
"position","jic and gope",4,"s0039",126,"syllables",11
"position","thite and pif",3,"s0039",126,"syllables",12
"familiar","fengle and moke",4,"s0039",126,"syllables",13
"position","dex and jeev",4,"s0039",126,"syllables",14
"cross","kaisey and moke",5,"s0039",126,"syllables",15
"catch","press4",4,"s0039",126,"syllables",16
"position","coomo and fengle",4,"s0039",126,"syllables",17
"withheld","kaisey and wug",4,"s0039",126,"syllables",18
"position","rudge and rull",4,"s0040",392,"onset",1
"cross","ruck and wug",5,"s0040",392,"onset",2
"cross","rull and dex",5,"s0040",392,"onset",3
"familiar","rudge and jiv",5,"s0040",392,"onset",4
"withheld","zof and wug",3,"s0040",392,"onset",5
"withheld","zerm and dex",4,"s0040",392,"onset",6
"cross","zof and moke",2,"s0040",392,"onset",7
"position","zabe and zerm",1,"s0040",392,"onset",8
"familiar","rull and wug",5,"s0040",392,"onset",9
"catch","press5",5,"s0040",392,"onset",10
"cross","zerm and thite",5,"s0040",392,"onset",11
"position","jiv and thite",5,"s0040",392,"onset",12
"withheld","ruck and moke",2,"s0040",392,"onset",13
"familiar","zabe and pif",4,"s0040",392,"onset",14
"withheld","rull and thite",4,"s0040",392,"onset",15
"familiar","ruck and dex",4,"s0040",392,"onset",16
"position","pif and dex",1,"s0040",392,"onset",17
"catch","press4",4,"s0040",392,"onset",18
"familiar","hamster tezz moke",5,"s0041",392,"nonce.connective",1
"position","thite tezz wug",1,"s0041",392,"nonce.connective",2
"withheld","dog tezz dex",5,"s0041",392,"nonce.connective",3
"cross","hamster tezz wug",5,"s0041",392,"nonce.connective",4
"position","jeev tezz pif",1,"s0041",392,"nonce.connective",5
"cross","dog tezz moke",5,"s0041",392,"nonce.connective",6
"familiar","cat tezz jeev",5,"s0041",392,"nonce.connective",7
"familiar","dog tezz wug",5,"s0041",392,"nonce.connective",8
"position","car tezz truck",1,"s0041",392,"nonce.connective",9
"cross","bus tezz dex",5,"s0041",392,"nonce.connective",10
"withheld","truck tezz wug",5,"s0041",392,"nonce.connective",11
"catch","press4",4,"s0041",392,"nonce.connective",12
"withheld","bus tezz moke",5,"s0041",392,"nonce.connective",13
"position","cat tezz hamster",1,"s0041",392,"nonce.connective",14
"cross","truck tezz pif",5,"s0041",392,"nonce.connective",15
"catch","press5",5,"s0041",392,"nonce.connective",16
"withheld","hamster tezz pif",5,"s0041",392,"nonce.connective",17
"familiar","car tezz thite",5,"s0041",392,"nonce.connective",18
"familiar","dog tezz jeev",4,"s0042",196,"nonce.connective",1
"position","dex tezz thite",5,"s0042",196,"nonce.connective",2
"position","pif tezz wug",4,"s0042",196,"nonce.connective",3
"cross","bus tezz thite",5,"s0042",196,"nonce.connective",4
"position","cat tezz dog",1,"s0042",196,"nonce.connective",5
"familiar","hamster tezz wug",4,"s0042",196,"nonce.connective",6
"catch","press4",4,"s0042",196,"nonce.connective",7
"catch","press5",5,"s0042",196,"nonce.connective",8
"cross","car tezz moke",3,"s0042",196,"nonce.connective",9
"withheld","dog tezz thite",4,"s0042",196,"nonce.connective",10
"familiar","cat tezz dex",4,"s0042",196,"nonce.connective",11
"withheld","car tezz jeev",2,"s0042",196,"nonce.connective",12
"withheld","bus tezz wug",3,"s0042",196,"nonce.connective",13
"withheld","hamster tezz moke",3,"s0042",196,"nonce.connective",14
"cross","dog tezz wug",2,"s0042",196,"nonce.connective",15
"familiar","truck tezz pif",3,"s0042",196,"nonce.connective",16
"cross","hamster tezz jeev",2,"s0042",196,"nonce.connective",17
"position","truck tezz bus",1,"s0042",196,"nonce.connective",18
"familiar","pawmo and dex",4,"s0043",392,"rime",1
"withheld","zaygee and thite",2,"s0043",392,"rime",2
"position","marfo and pawmo",1,"s0043",392,"rime",3
"position","kaisee and zaygee",1,"s0043",392,"rime",4
"position","pif and thite",1,"s0043",392,"rime",5
"cross","zaygee and wug",4,"s0043",392,"rime",6
"withheld","calo and moke",4,"s0043",392,"rime",7
"cross","pawmo and thite",4,"s0043",392,"rime",8
"familiar","marfo and jeev",5,"s0043",392,"rime",9
"withheld","pawmo and wug",5,"s0043",392,"rime",10
"familiar","kaisee and pif",5,"s0043",392,"rime",11
"catch","press5",5,"s0043",392,"rime",12
"cross","calo and dex",5,"s0043",392,"rime",13
"catch","press4",4,"s0043",392,"rime",14
"position","jeev and wug",2,"s0043",392,"rime",15
"cross","tetchee and moke",4,"s0043",392,"rime",16
"familiar","calo and thite",5,"s0043",392,"rime",17
"withheld","tetchee and dex",5,"s0043",392,"rime",18
"cross","truck and dex",5,"s0044",56,"3/3",1
"position","cat and hamster",1,"s0044",56,"3/3",2
"withheld","bus and wug",5,"s0044",56,"3/3",3
"familiar","car and thite",5,"s0044",56,"3/3",4
"cross","hamster and wug",5,"s0044",56,"3/3",5
"cross","dog and pif",5,"s0044",56,"3/3",6
"position","car and bus",1,"s0044",56,"3/3",7
"familiar","dog and wug",5,"s0044",56,"3/3",8
"position","moke and jiv",1,"s0044",56,"3/3",9
"familiar","hamster and pif",5,"s0044",56,"3/3",10
"position","thite and wug",5,"s0044",56,"3/3",11
"catch","press5",5,"s0044",56,"3/3",12
"cross","bus and jiv",5,"s0044",56,"3/3",13
"withheld","hamster and jiv",5,"s0044",56,"3/3",14
"catch","press4",4,"s0044",56,"3/3",15
"withheld","truck and pif",5,"s0044",56,"3/3",16
"familiar","cat and moke",5,"s0044",56,"3/3",17
"withheld","dog and dex",5,"s0044",56,"3/3",18
"cross","feeb and pif",4,"s0045",196,"0/3",1
"familiar","bim and wug",3,"s0045",196,"0/3",2
"cross","lup and moke",4,"s0045",196,"0/3",3
"position","jiv and pif",4,"s0045",196,"0/3",4
"familiar","lup and pif",4,"s0045",196,"0/3",5
"familiar","chuv and jiv",4,"s0045",196,"0/3",6
"position","bim and feeb",3,"s0045",196,"0/3",7
"position","chuv and vap",2,"s0045",196,"0/3",8
"withheld","zabe and moke",4,"s0045",196,"0/3",9
"withheld","lup and thite",2,"s0045",196,"0/3",10
"position","wug and dex",2,"s0045",196,"0/3",11
"withheld","vap and pif",4,"s0045",196,"0/3",12
"cross","zabe and thite",4,"s0045",196,"0/3",13
"familiar","feeb and moke",3,"s0045",196,"0/3",14
"cross","vap and dex",3,"s0045",196,"0/3",15
"withheld","feeb and dex",3,"s0045",196,"0/3",16
"withheld","zabe and dex",5,"s0046",392,"0/3",1
"cross","chuv and moke",5,"s0046",392,"0/3",2
"position","feeb and lup",2,"s0046",392,"0/3",3
"familiar","bim and pif",5,"s0046",392,"0/3",4
"withheld","lup and moke",5,"s0046",392,"0/3",5
"catch","press5",5,"s0046",392,"0/3",6
"cross","lup and pif",1,"s0046",392,"0/3",7
"position","wug and moke",5,"s0046",392,"0/3",8
"withheld","chuv and pif",2,"s0046",392,"0/3",9
"familiar","vap and thite",5,"s0046",392,"0/3",10
"cross","zabe and jiv",5,"s0046",392,"0/3",11
"position","vap and chuv",2,"s0046",392,"0/3",12
"catch","press4",4,"s0046",392,"0/3",13
"familiar","lup and dex",1,"s0046",392,"0/3",14
"withheld","bim and jiv",5,"s0046",392,"0/3",15
"familiar","feeb and wug",5,"s0046",392,"0/3",16
"cross","bim and dex",5,"s0046",392,"0/3",17
"position","thite and pif",1,"s0046",392,"0/3",18
"familiar","dog and pif",5,"s0047",56,"3/3",1
"withheld","car and dex",4,"s0047",56,"3/3",2
"position","wug and thite",1,"s0047",56,"3/3",3
"cross","dog and dex",5,"s0047",56,"3/3",4
"cross","car and moke",4,"s0047",56,"3/3",5
"position","cat and hamster",1,"s0047",56,"3/3",6
"catch","press4",4,"s0047",56,"3/3",7
"position","jeev and pif",1,"s0047",56,"3/3",8
"cross","bus and thite",5,"s0047",56,"3/3",9
"cross","hamster and pif",4,"s0047",56,"3/3",10
"withheld","dog and moke",4,"s0047",56,"3/3",11
"position","truck and bus",4,"s0047",56,"3/3",12
"withheld","hamster and thite",5,"s0047",56,"3/3",13
"withheld","bus and pif",5,"s0047",56,"3/3",14
"familiar","cat and wug",5,"s0047",56,"3/3",15
"familiar","truck and jeev",4,"s0047",56,"3/3",16
"familiar","hamster and dex",5,"s0047",56,"3/3",17
"catch","press5",5,"s0047",56,"3/3",18
"cross","dog and wug",4,"s0048",196,"3/3",1
"withheld","truck and thite",2,"s0048",196,"3/3",2
"familiar","cat and jeev",5,"s0048",196,"3/3",3
"position","bus and car",1,"s0048",196,"3/3",4
"position","dex and wug",5,"s0048",196,"3/3",5
"position","jeev and moke",1,"s0048",196,"3/3",6
"familiar","bus and dex",4,"s0048",196,"3/3",7
"withheld","hamster and pif",4,"s0048",196,"3/3",8
"catch","press5",5,"s0048",196,"3/3",9
"withheld","car and wug",5,"s0048",196,"3/3",10
"position","cat and dog",1,"s0048",196,"3/3",11
"cross","car and moke",5,"s0048",196,"3/3",12
"cross","hamster and thite",4,"s0048",196,"3/3",13
"withheld","dog and moke",5,"s0048",196,"3/3",14
"familiar","dog and thite",4,"s0048",196,"3/3",15
"catch","press4",4,"s0048",196,"3/3",16
"cross","truck and pif",5,"s0048",196,"3/3",17
"familiar","hamster and wug",5,"s0048",196,"3/3",18
"withheld","truck tezz thite",5,"s0049",392,"nonce.connective",1
